"Bird.ID","ObjectID","GlobalID","Date","Time","Observer","Bird.Status","Fate","Location.Type","Habitat.Type","Burn.Status","Parent.Present.","Enter.Adult.ID","Comments.x","Associated.Bird..1","Associated.Bird..2","Associated.Bird..3","Associated.Bird..4","Associated.Bird..5","Associated.Bird..6","Associated.Bird..7","Associated.Bird..8","Associated.Bird..9","Associated.Bird..10","CreationDate","Creator","EditDate","Editor","x","y","month","day","year","hour","min","CombinedDate","CombinedDate0","ordinal","week","encounter","ndvi","perc_mpine","perc_grassy","perc_decid","perc_bf","perc_water","DTN_road","DTN_mpine","DTN_grassy","DTN_decid","DTN_bf","DTN_water","Capture.Date","Course.ID","Trap","Band.ID","Recapture","Sex","Age","Immature","Weight","Condition","Leg.Band","Wing.Band","Tag.Status.at.Capture","Manufacturer_at_Capture","SerialNum_at_Capture","Frequency_at_Capture","Tag.Status.at.Release","Manufacturer_at_Release","SerialNum_at_Release","Frequency_at_Release","Comments.y","ObjectId","WingChord","Tarsus","RadioSize"
"163.120_235005",30127,"1c2f7d5e-7cf0-44a6-a73e-ef0b1320f089","6/9/2023","3:02:02 AM","Autumn Randall","Alive & Inactive","","Chick","Upland Pine","Burned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/9/2023 15:03","gamebird.crew","6/9/2023 15:03","gamebird.crew",-77.97919337,34.07187077,6,9,2023,NA,NA,"9_6_2023","9_6",153,22,1,0.4925756752491,0.822784781455994,0,0.189873412251472,0,0,35.3022384643555,0,40.6388854980469,21.9041366577148,78.9185104370117,127.333084106445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",32389,"7daae788-fcbc-4c91-85a9-17d400260b96","6/25/2023","12:31:02 PM","Josh McLellan","Alive & Inactive","","Chick","Upland Pine","Unburned","yes","","","","","","","","","","",NA,NA,"6/25/2023 12:31","gamebird.crew","6/25/2023 12:31","gamebird.crew",-77.98104652,34.07053636,6,25,2023,NA,NA,"25_6_2023","25_6",170,25,1,0.554332196712494,1,0,0,0,0,9.43167877197266,0,74.3875274658203,42.1104125976562,87.5744323730469,211.482040405273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",32501,"f9c4de7a-6557-44a3-b7ad-7fce47db4f0f","6/26/2023","2:24:00 AM","Autumn Randall","Alive & Inactive","","Chick","Planted Pine","Unburned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/26/2023 14:27","gamebird.crew","6/26/2023 14:27","gamebird.crew",-77.97928164,34.06983949,6,26,2023,NA,NA,"26_6_2023","26_6",171,25,1,0.649008095264435,0.531645596027374,0.126582279801369,0.329113930463791,0.0632911399006844,0,28.761791229248,0,14.0840682983398,0,21.7921962738037,196.816207885742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",33075,"c5ffbe37-956f-4992-ad30-275e7a81b0d3","6/28/2023","7:18:42 AM","Autumn Randall","Alive & Inactive","","Chick","Upland Pine","Unburned","no","162.244_220522","","","","","","","","","",NA,NA,"6/28/2023 19:19","gamebird.crew","6/28/2023 19:19","gamebird.crew",-77.98044663,34.06989733,6,28,2023,NA,NA,"28_6_2023","28_6",174,25,1,0.480239897966385,0.873417735099792,0,0.126582279801369,0,0,7.10914278030396,0,52.1275405883789,9.74615669250488,62.0989837646484,216.315612792969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",32800,"bc5f68c1-e45d-429d-8771-faa64a27a994","6/27/2023","3:19:44 AM","Autumn Randall","Alive & Inactive","","Chick","Planted Pine","Unburned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/27/2023 15:20","gamebird.crew","6/27/2023 15:20","gamebird.crew",-77.97975615,34.06953439,6,27,2023,NA,NA,"27_6_2023","27_6",172,25,1,0.56871086359024,0.784810125827789,0,0.202531650662422,0,0,19.2310810089111,0,36.7430458068848,1.70378541946411,43.5672798156738,218.737213134766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",32886,"88d94a2c-dfc7-496b-b1e9-509ac410599d","6/27/2023","7:51:01 AM","Autumn Randall","Alive & Inactive","","Chick","Drain","Unburned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/27/2023 19:52","gamebird.crew","6/27/2023 19:52","gamebird.crew",-77.98007316,34.06936819,6,27,2023,NA,NA,"27_6_2023","27_6",173,25,1,0.480583846569061,0.860759496688843,0,0.126582279801369,0,0,5.14381837844849,0,50.8267135620117,7.55905914306641,57.5617904663086,218.833160400391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",30559,"04f2fa4a-af6b-42bf-9345-ecaa32b6594d","6/13/2023","11:44:00 AM","Autumn Randall","Alive & Inactive","","Chick","Upland Pine","Burned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/13/2023 11:45","gamebird.crew","6/13/2023 11:45","gamebird.crew",-77.97846398,34.07188689,6,13,2023,NA,NA,"13_6_2023","13_6",157,23,1,0.549496471881866,0.582278490066528,0.151898726820946,0.316455692052841,0,0,54.8977088928223,1.43007171154022,16.646427154541,0,70.1515731811523,111.66251373291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",32922,"34a422af-47e9-413e-8a51-5d4eda3e2b40","6/28/2023","10:22:05 AM","Autumn Randall","Alive & Inactive","","Chick","Upland Pine","Unburned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/28/2023 10:24","gamebird.crew","6/28/2023 10:24","gamebird.crew",-77.98124728,34.06905162,6,28,2023,NA,NA,"28_6_2023","28_6",173,25,1,0.425086289644241,1,0,0,0,0,34.4562301635742,0,90.4623947143555,40.278076171875,71.3976974487305,178.897811889648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",29885,"02577edb-d5e9-43f6-876b-75ef747ddfe6","6/7/2023","8:21:09 AM","Autumn Randall","Alive & Inactive","","Chick","Drain",NA,"yes","162.244_220522","","","","","","","","","",NA,NA,"6/7/2023 20:22","gamebird.crew","6/7/2023 20:22","gamebird.crew",-77.97892582,34.07080747,6,7,2023,NA,NA,"7_6_2023","7_6",151,22,1,0.635282933712006,0.367088615894318,0.265822798013687,0.430379748344421,0.0126582281664014,0,11.7299423217773,12.6149311065674,8.55668449401855,0,37.4642028808594,155.426422119141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",33024,"0e0c6fa2-e5b6-4270-ad99-d93de6585974","6/28/2023","3:27:16 AM","Autumn Randall","Alive & Inactive","","Chick","Upland Pine","Unburned","no","162.244_220522","","","","","","","","","",NA,NA,"6/28/2023 15:28","gamebird.crew","6/28/2023 15:28","gamebird.crew",-77.98097272,34.06987284,6,28,2023,NA,NA,"28_6_2023","28_6",173,25,1,0.517151713371277,0.949367105960846,0,0.0506329126656055,0,0,5.09275341033936,0,69.0759963989258,25.7515735626221,79.4350738525391,204.676330566406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",33107,"754b561d-6086-4f08-a387-339f984f8216","6/29/2023","12:06:03 PM","Autumn Randall","Fate","Snake","Chick","Upland Pine","Unburned","no","162.244_220522","","","","","","","","","",NA,NA,"6/29/2023 12:06","gamebird.crew","6/29/2023 12:06","gamebird.crew",-77.98061851,34.0685696,6,29,2023,NA,NA,"29_6_2023","29_6",174,25,2,0.402903616428375,1,0,0,0,0,7.58432626724243,0,84.7167282104492,43.4453010559082,89.1542739868164,190.853744506836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",29615,"bbb0b1cc-c061-46ce-912e-a999e4233237","6/6/2023","3:22:01 AM","Autumn Randall","Alive & Inactive","","Chick","Fallow Field","Unburned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/6/2023 15:24","gamebird.crew","6/6/2023 15:24","gamebird.crew",-77.97924351,34.06985156,6,6,2023,NA,NA,"6_6_2023","6_6",148,22,1,0.649008095264435,0.531645596027374,0.126582279801369,0.329113930463791,0.0632911399006844,0,28.761791229248,0,14.0840682983398,0,21.7921962738037,196.816207885742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",30921,"d31c8269-9a66-4873-9ce1-275f6b3844d9","6/15/2023","11:36:01 AM","Autumn Randall","Alive & Inactive","","Chick","Other","Burned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/15/2023 11:37","gamebird.crew","6/15/2023 11:37","gamebird.crew",-77.97860073,34.07173203,6,15,2023,NA,NA,"15_6_2023","15_6",159,23,1,0.560393750667572,0.481012672185898,0.215189874172211,0.354430377483368,0,0,45.0019569396973,0,16.9478759765625,0,63.2485847473145,121.462509155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",31031,"24ff2c0f-f2f4-43fd-b8b6-4ff5c4f957af","6/15/2023","5:36:39 AM","Autumn Randall","Alive & Inactive","","Chick","Upland Pine","Unburned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/15/2023 17:38","gamebird.crew","6/15/2023 17:38","gamebird.crew",-77.97955078,34.07057309,6,15,2023,NA,NA,"15_6_2023","15_6",160,23,1,0.443810969591141,0.582278490066528,0.0632911399006844,0.379746824502945,0,0,14.3725452423096,0,22.8330688476562,0,38.9065361022949,180.518081665039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",31383,"aaf37115-611a-4e45-88a0-d0ba13ab9afb","6/18/2023","9:00:12 AM","Autumn Randall","Alive & Inactive","","Chick","Other","Burned","yes","162.244_220522","57g pointed towards the back of the skeet range. they were shooting. ","","","","","","","","",NA,NA,"6/19/2023 1:41","gamebird.crew","6/19/2023 1:41","gamebird.crew",-77.97798402,34.07043874,6,18,2023,NA,NA,"18_6_2023","18_6",163,24,1,0.602360129356384,0.164556965231895,0.658227860927582,0.0759493634104729,0.113924048841,0,10.6383991241455,0,0.194070294499397,21.9540500640869,13.5762586593628,160.765121459961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",29821,"9912283d-eaba-466e-b93a-8732fc9d33be","6/7/2023","3:44:05 AM","Autumn Randall","Alive & Inactive","","Chick","Upland Pine","Burned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/7/2023 15:45","gamebird.crew","6/7/2023 15:45","gamebird.crew",-77.97832307,34.07060671,6,7,2023,NA,NA,"7_6_2023","7_6",151,22,1,0.621884763240814,0.151898726820946,0.531645596027374,0.316455692052841,0.0759493634104729,0,10.2894248962402,8.20881652832031,0,7.8612265586853,23.0445747375488,156.295211791992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",31087,"6f617f44-0b3e-4bf5-97f4-23e86d49430d","6/16/2023","4:13:15 AM","Autumn Randall","Alive & Inactive","","Chick","Upland Pine","Burned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/16/2023 16:13","gamebird.crew","6/16/2023 16:13","gamebird.crew",-77.97845298,34.07189348,6,16,2023,NA,NA,"16_6_2023","16_6",160,23,1,0.549496471881866,0.582278490066528,0.151898726820946,0.316455692052841,0,0,54.8977088928223,1.43007171154022,16.646427154541,0,70.1515731811523,111.66251373291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",31980,"e931ed48-9682-4857-b5c7-fe5302e8fa53","6/22/2023","11:57:02 AM","Autumn Randall","Alive & Inactive","","Chick","Upland Pine","Unburned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/22/2023 11:58","gamebird.crew","6/22/2023 11:58","gamebird.crew",-77.97924351,34.06985156,6,22,2023,NA,NA,"22_6_2023","22_6",167,24,1,0.649008095264435,0.531645596027374,0.126582279801369,0.329113930463791,0.0632911399006844,0,28.761791229248,0,14.0840682983398,0,21.7921962738037,196.816207885742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",29904,"e33385f3-d5fb-44c7-9068-9228f0b0af71","6/8/2023","1:01:55 AM","Autumn Randall","Alive & Inactive","","Chick","Upland Pine","Unburned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/8/2023 13:03","gamebird.crew","6/8/2023 13:03","gamebird.crew",-77.97969428,34.07076769,6,8,2023,NA,NA,"8_6_2023","8_6",151,22,1,0.427122831344604,0.645569622516632,0.0506329126656055,0.341772139072418,0,0,11.6737117767334,0,29.8917407989502,8.69265365600586,48.2147750854492,176.703414916992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",29958,"0ce4f69c-2a0b-4e8f-993a-161c3b85f1a9","6/8/2023","4:05:53 AM","Autumn Randall","Alive & Inactive","","Chick","Drain",NA,"yes","162.244_220522","","","","","","","","","",NA,NA,"6/8/2023 16:07","gamebird.crew","6/8/2023 16:07","gamebird.crew",-77.97859405,34.07130314,6,8,2023,NA,NA,"8_6_2023","8_6",152,22,1,0.608391404151917,0.316455692052841,0.354430377483368,0.392405062913895,0,0,31.5523643493652,7.25530052185059,7.95378828048706,0,47.728141784668,135.943695068359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",30902,"f80c077b-7328-4592-812b-10447150ae03","6/14/2023","8:07:07 AM","Autumn Randall","Alive & Inactive","","Chick","Drain","Unburned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/14/2023 20:08","gamebird.crew","6/14/2023 20:08","gamebird.crew",-77.97897532,34.07040392,6,14,2023,NA,NA,"14_6_2023","14_6",159,23,1,0.639665007591248,0.379746824502945,0.227848097681999,0.392405062913895,0.0759493634104729,0,2.05513548851013,15.0766849517822,0,0,22.7819347381592,170.061645507812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
